objectid,seating_interest_sidewalk,restaurant_name,bulding_number,street,borough,zip,business_address,sidewalk_dimensions_length,sidewalk_dimensions_width,sidewalk_dimensions_area,roadway_dimensions_length,roadway_dimensions_width,roadway_dimensions_area,approved_for_sidewalk_seating,approved_for_roadway_seating,qualify_alcohol,time_of_submission
4477,both,Ollie,64,Downing st,Manhattan,10014,"64 Downing st, Manhattan, NY",25,9,225,25,8,200,yes,yes,yes,2020-06-23T22:34:00Z
9817,sidewalk,OASIS CAFE,196-30,NORTHERN BLVD,Queens,11358,"196-30 NORTHERN BLVD, Queens, NY",10,5,50,,,,yes,no,yes,2020-08-05T04:58:00Z
6185,both,Inspa Inc,35-21,Junction Blvd,Queens,11368,"35-21 Junction Blvd, Queens, NY",29,12,348,29,8,232,yes,yes,yes,2020-06-29T01:24:00Z
10030,openstreets,Groove,125,Macdougal St,Manhattan,10012,"125 Macdougal St, Manhattan, NY",,,,,,,no,no,yes,2020-08-08T00:13:00Z
5321,both,614 MELROSE RESTAURANT CORP,614,MELROSE AVE,Bronx,10455,"614 MELROSE AVE, Bronx, NY",32,6,192,32,8,256,yes,yes,yes,2020-06-25T19:30:00Z
4398,sidewalk,SANTO DOMINGO RESTAURANT,862,NEW LOTS AVENUE,Brooklyn,11208,"862  NEW LOTS AVENUE, Brooklyn, NY",16,17,272,,,,yes,no,yes,2020-06-23T21:27:00Z
7037,sidewalk,21 BAR CORP,4318,BROADWAY,Manhattan,10033,"4318 BROADWAY, Manhattan, NY",17,4,68,,,,yes,no,yes,2020-07-03T01:27:00Z
10596,both,Spicy Empire Skewer Hot Pot,147-10,45th Ave,Queens,11355,"147-10 45th Ave, Queens, NY",18,10,180,18,8,144,yes,yes,yes,2020-08-24T22:38:00Z
5660,sidewalk,Bar Sardine,183,West 10th St,Manhattan,10014,"183  West 10th St, Manhattan, NY",52,3,156,,,,yes,no,yes,2020-06-26T18:38:00Z
4338,sidewalk,El Pollo Inka Peru,89-12,Northern Blvd.,Queens,11372,"89-12 Northern Blvd., Queens, NY",20,4,80,,,,yes,no,yes,2020-06-23T20:36:00Z
10658,both,SOUTHERN HOSPITALITY,undefined,645 9 AVENUE,Manhattan,10036,"645 9 AVENUE, Manhattan, NY",76,3,228,46,8,368,yes,yes,yes,2020-08-26T22:44:00Z
8584,both,AV LIC INC,1305,43rd Avenue,Queens,11101,"1305 43rd Avenue, Queens, NY",88,20,1760,88,8,704,yes,yes,yes,2020-07-16T19:32:00Z
4321,sidewalk,chaan teng,698 9th,9th Ave and 48Street,Manhattan,10036,"698 9th 9th Ave and 48Street, Manhattan, NY",6,6,36,,,,yes,no,yes,2020-06-23T20:16:00Z
7768,roadway,Yuca Bar & Restaurant Inc.,111,Avenue A,Manhattan,10009,"111 Avenue A, Manhattan, NY",,,,35,8,280,no,yes,yes,2020-07-08T23:41:00Z
8332,both,Cosmico,80,N 6th st,Brooklyn,11249,"80 N 6th st, Brooklyn, NY",40,15,600,50,8,400,yes,yes,yes,2020-07-14T21:15:00Z
2105,both,TILLYS,1223,BEDFORD AVE,Brooklyn,11216,"1223 BEDFORD AVE, Brooklyn, NY",85,7,595,16,8,128,yes,yes,yes,2020-06-20T17:08:00Z
10659,both,CLAY POT,undefined,270 BLEECKER STREET,Manhattan,10014,"270 BLEECKER STREET, Manhattan, NY",19,12,228,19,8,152,yes,yes,yes,2020-08-26T22:56:00Z
4392,sidewalk,Bailey's Corner,1607,York Ave,Manhattan,10028,"1607 York Ave, Manhattan, NY",40,10,400,,,,yes,no,yes,2020-06-23T21:23:00Z
8884,both,El Toro Bravo Testaurant,8812,Roosevelt Avenue,Queens,11372,"8812 Roosevelt Avenue, Queens, NY",16,4,64,16,8,128,yes,yes,yes,2020-07-19T07:08:00Z
6846,both,Estelle Lounge,1824,Avenue U,Brooklyn,11229,"1824 Avenue U, Brooklyn, NY",60,4,240,50,8,400,yes,yes,yes,2020-07-02T05:40:00Z
6146,both,Blackwellï¿½s pub and restaurant,150,East 47th,Manhattan,10017,"150 East 47th, Manhattan, NY",26,14,364,26,8,208,yes,yes,yes,2020-06-28T22:16:00Z
4332,roadway,Stocked Burger,663,Washington Ave,Brooklyn,11238,"663 Washington Ave, Brooklyn, NY",,,,15,8,120,no,yes,yes,2020-06-23T20:32:00Z
5368,sidewalk,BLUE TIJUANA,15 24,COLLEGE POINT BLVD,Queens,11356,"15 24 COLLEGE POINT BLVD , Queens, NY",25,13,325,,,,yes,no,yes,2020-06-25T20:54:00Z
3425,both,The Ship,158,Lafayette Street,Manhattan,10013,"158 Lafayette Street, Manhattan, NY",32,12,384,32,12,384,yes,yes,yes,2020-06-22T18:52:00Z
4149,sidewalk,Casa Verde,3471,Richmond Road,Staten Island,10306,"3471 Richmond Road, Staten Island, NY",68,12,816,,,,yes,no,yes,2020-06-23T15:44:00Z
7080,sidewalk,Galo Churrasdqueira /Tavern 18,265-11,Union tpk,Queens,11040,"265-11  Union tpk, Queens, NY",93,7,651,,,,yes,no,yes,2020-07-03T17:51:00Z
8026,both,Village Diner,8174,8174 LEFFERTS BLVD,Queens,11415,"8174 8174 LEFFERTS BLVD, Queens, NY",72,9,648,50,8,400,yes,yes,yes,2020-07-10T21:07:00Z
6536,both,El Patron Mexican Grill,194-01,Northern Blvd,Queens,11358,"194-01 Northern Blvd, Queens, NY",43,31,1333,18,8,144,yes,yes,yes,2020-06-30T20:07:00Z
7973,both,bridies bar and grill,6328,Woodhaven Blvd,Queens,11374,"6328 Woodhaven Blvd , Queens, NY",125,12,1500,40,8,320,yes,yes,yes,2020-07-10T03:49:00Z
2959,both,Nancy Whiskey Pub,1,Lispenard St,Manhattan,10013,"1 Lispenard St, Manhattan, NY",12,19,228,19,8,152,yes,yes,yes,2020-06-21T22:23:00Z
3028,sidewalk,La Estrella del castillo restaurant,948,Nostrand av,Brooklyn,11225,"948 Nostrand av , Brooklyn, NY",16,22,352,,,,yes,no,yes,2020-06-21T23:54:00Z
9455,sidewalk,The Pony Bar,1444,1444 1st Ave,Manhattan,10021,"1444 1444 1st Ave, Manhattan, NY",35,5,175,,,,yes,no,yes,2020-07-28T18:25:00Z
2871,sidewalk,Dalys pub,31-86 31,31 street,Queens,11106,"31-86 31  31 street , Queens, NY",39,19,741,,,,yes,no,yes,2020-06-21T20:19:00Z
10171,both,Park Avenue,360,Park Avenue South,Manhattan,10010,"360  Park Avenue South, Manhattan, NY",213,8,1704,213,8,1704,yes,yes,yes,2020-08-12T19:41:00Z
3518,sidewalk,Bantry bay Publick house,33-01,Greenpoint ave,Queens,12575,"33-01  Greenpoint ave, Queens, NY",65,12,780,,,,yes,no,yes,2020-06-22T19:53:00Z
4414,both,Friedman's,132,West 31st street,Manhattan,10001,"132 West 31st street, Manhattan, NY",15,6,90,15,8,120,yes,yes,yes,2020-06-23T21:40:00Z
1998,both,Vite vinosteria,31-05,34th street,Queens,11106,"31-05 34th street, Queens, NY",30,17,510,30,8,240,yes,yes,yes,2020-06-20T06:50:00Z
5252,both,The strand,25-27,Broadway,Queens,11106,"25-27 Broadway , Queens, NY",54,7,378,30,8,240,yes,yes,yes,2020-06-25T16:47:00Z
6929,both,The Mermaid Inn,227,10th Avenue,Manhattan,10011,"227 10th Avenue, Manhattan, NY",20,3,60,26,7,182,yes,yes,yes,2020-07-02T19:44:00Z
3341,both,Hamilton's Cafe,3570,Broadway,Manhattan,10031,"3570 Broadway, Manhattan, NY",27,9,243,27,9,243,yes,yes,yes,2020-06-22T17:46:00Z
6504,roadway,MAPO KOREAN BBQ,149-24,41ST AVE.,Queens,11355,"149-24 41ST AVE., Queens, NY",,,,46,8,368,no,yes,yes,2020-06-30T18:35:00Z
2066,both,Jimmy Ryan's,3005,Middletown Rd.,Bronx,10461,"3005 Middletown Rd., Bronx, NY",40,18,720,40,8,320,yes,yes,yes,2020-06-20T15:59:00Z
4194,both,McCarren Hotel and Pool,160,North 12th Street,Brooklyn,11249,"160 North 12th Street, Brooklyn, NY",54,6,324,54,8,432,yes,yes,yes,2020-06-23T17:36:00Z
9731,both,The Mad Donkey Beer Bar and Grille,32-07,36th ave.,Queens,11106,"32-07 36th ave., Queens, NY",20,19,380,20,8,160,yes,yes,yes,2020-08-03T15:28:00Z
8272,roadway,Tï¿½pico Dominicano Restaurant,10310,39th ave,Queens,11368,"10310 39th ave, Queens, NY",,,,15,8,120,no,yes,yes,2020-07-14T02:36:00Z
5048,sidewalk,Le Fanfare,1103,Manhattan,Brooklyn,11122,"1103 Manhattan, Brooklyn, NY",17,7,119,,,,yes,no,yes,2020-06-25T00:04:00Z
2222,roadway,Five Leaves,18,Bedford,Brooklyn,11222,"18 Bedford, Brooklyn, NY",,,,50,7,350,no,yes,yes,2020-06-20T19:46:00Z
2446,sidewalk,Elis Wine Bar,1012,Amsterdam Avenue,Manhattan,10025,"1012 Amsterdam Avenue , Manhattan, NY",32,7,224,,,,yes,no,yes,2020-06-20T22:50:00Z
7136,sidewalk,Pio Pio 85 Inc,8421,Northern Blvd,Queens,11372,"8421 Northern Blvd, Queens, NY",46,30,1380,,,,yes,no,yes,2020-07-03T21:58:00Z
5156,sidewalk,LAVO,625,Madison Ave,Manhattan,10022,"625 Madison Ave, Manhattan, NY",46,13,598,,,,yes,no,yes,2020-06-25T03:12:00Z
9826,openstreets,Lalou,581,581 Vanderbilt Ave,Brooklyn,11238,"581 581 Vanderbilt Ave, Brooklyn, NY",,,,,,,no,no,yes,2020-08-05T18:29:00Z
4308,both,Petaluma Restaurant,1356,First Ave,Manhattan,10021,"1356  First Ave, Manhattan, NY",50,50,2500,50,8,400,yes,yes,yes,2020-06-23T20:04:00Z
2605,both,Treadwell Park,510,W 42 Street,Manhattan,10036,"510 W 42 Street, Manhattan, NY",47,5,235,47,8,376,yes,yes,yes,2020-06-21T01:36:00Z
9309,sidewalk,Arch Diner,1866,Ralph Avenue,Brooklyn,11234,"1866 Ralph Avenue, Brooklyn, NY",55,15,825,,,,yes,no,yes,2020-07-25T05:01:00Z
7673,sidewalk,Shokunin BBQ,952,60th St,Brooklyn,11219,"952 60th St, Brooklyn, NY",50,7,350,,,,yes,no,yes,2020-07-08T18:04:00Z
9774,roadway,212 E Hisae,212 E,9th st,Manhattan,10003,"212 E 9th st, Manhattan, NY",,,,18,8,144,no,yes,yes,2020-08-04T05:05:00Z
5932,both,Karaoke boho/Boho's Kitchen,152,orchard street,Manhattan,10002,"152 orchard street, Manhattan, NY",25,6,150,25,6,150,yes,yes,yes,2020-06-27T06:31:00Z
4304,both,Tosca Marquee,4034,East Tremont Ave,Bronx,10465,"4034 East Tremont Ave, Bronx, NY",50,12,600,50,8,400,yes,yes,yes,2020-06-23T20:02:00Z
2335,both,WEST WINE BAR,71/A,67 WEST STREET,Brooklyn,11222,"71/A 67 WEST STREET, Brooklyn, NY",38,5,190,38,8,304,yes,yes,yes,2020-06-20T21:18:00Z
5555,both,MEXICOCINA AGAVERIA,708,WASHINGTON AVE,Brooklyn,11238,"708  WASHINGTON AVE, Brooklyn, NY",11,14,154,11,8,88,yes,yes,yes,2020-06-26T02:18:00Z
5663,roadway,The Smile,26,Bond Street,Manhattan,10012,"26 Bond Street, Manhattan, NY",,,,18,8,144,no,yes,yes,2020-06-26T18:48:00Z
7583,sidewalk,PETES CAFE,570,E FORDHAM RD,Bronx,10458,"570 E FORDHAM RD, Bronx, NY",70,15,1050,,,,yes,no,yes,2020-07-07T22:29:00Z
7945,both,CAST IRON KOREAN BBQ INC,15726,Northern Blvd,Queens,11354,"15726  Northern Blvd, Queens, NY",37,7,259,51,8,408,yes,yes,yes,2020-07-10T00:28:00Z
2419,both,Joey Bats Cafe,129,Allen St,Manhattan,10002,"129 Allen St, Manhattan, NY",30,3,90,30,3,90,yes,yes,yes,2020-06-20T22:33:00Z
5633,both,LAMANO WINE BAR,265,W 20TH ST,Manhattan,10011,"265  W 20TH ST, Manhattan, NY",18,5,90,21,8,168,yes,yes,yes,2020-06-26T17:32:00Z
10205,sidewalk,The Water Hazard,59,Chelsea Piers,Manhattan,10011,"59 Chelsea Piers, Manhattan, NY",140,18,2520,,,,yes,no,yes,2020-08-13T20:28:00Z
2994,sidewalk,Gaf West,401,West 48th,Manhattan,10036,"401  West 48th , Manhattan, NY",32,5,160,,,,yes,no,yes,2020-06-21T23:06:00Z
9735,sidewalk,Shades of Green,125,15 Street,Manhattan,10003,"125 15 Street, Manhattan, NY",50,12,600,,,,yes,no,yes,2020-08-03T17:22:00Z
7423,roadway,Candle Cafe,1307,"3 avenue, 74 st, 75 st",Manhattan,10021,"1307  3 avenue, 74 st, 75 st, Manhattan, NY",,,,32,8,256,no,yes,yes,2020-07-06T21:52:00Z
4418,both,original puglia,189,hester,Manhattan,10013,"189 hester, Manhattan, NY",20,5,100,36,6,216,yes,yes,yes,2020-06-23T21:44:00Z
6847,roadway,Periyali,35,WEST 20TH,Manhattan,10011,"35 WEST 20TH, Manhattan, NY",,,,19,8,152,no,yes,yes,2020-07-02T06:03:00Z
4586,both,Osamil,5,west 31st street,Manhattan,10001,"5 west 31st street, Manhattan, NY",20,6,120,20,8,160,yes,yes,yes,2020-06-24T01:01:00Z
8528,openstreets,ShiMiaoDao Yunnan Rice Noodle,33,St Marks Pl.,Manhattan,10003,"33 St Marks Pl., Manhattan, NY",,,,,,,no,no,yes,2020-07-16T04:34:00Z
3697,both,Sette mezzo,969,Lexington,Manhattan,10021,"969 Lexington, Manhattan, NY",20,13,260,20,13,260,yes,yes,yes,2020-06-22T21:37:00Z
3616,sidewalk,Mighty Quinn's Barbeque,103,2nd Ave.,Manhattan,10003,"103 2nd Ave., Manhattan, NY",10,15,150,,,,yes,no,yes,2020-06-22T20:45:00Z
2742,sidewalk,Citizens Of Gramercy,362,2nd Ave,Manhattan,10010,"362 2nd Ave, Manhattan, NY",59,13,767,,,,yes,no,yes,2020-06-21T12:11:00Z
2471,both,Chez Moi,135,Atlantic ave,Brooklyn,11201,"135  Atlantic ave, Brooklyn, NY",10,2,20,14,8,112,yes,yes,yes,2020-06-20T23:12:00Z
3009,both,EL JEFE EATERY GROUP INC,186,DYCKMAN,Manhattan,10040,"186 DYCKMAN, Manhattan, NY",26,8,208,26,8,208,yes,yes,yes,2020-06-21T23:26:00Z
3561,both,Good Enough to Eat,520,Columbus Ave,Manhattan,10024,"520  Columbus Ave, Manhattan, NY",24,17,408,10,8,80,yes,yes,yes,2020-06-22T20:15:00Z
5073,both,Manolo Tapas,4165,Broadway,Manhattan,10033,"4165 Broadway, Manhattan, NY",40,12,480,30,8,240,yes,yes,yes,2020-06-25T00:32:00Z
6018,sidewalk,FESTIVï¿½L,1155,2nd ave,Manhattan,10065,"1155 2nd ave, Manhattan, NY",64,6,384,,,,yes,no,yes,2020-06-27T22:15:00Z
8133,sidewalk,Jr primos restaurant,690,Allerton ave,Bronx,10467,"690  Allerton ave , Bronx, NY",8,8,64,,,,yes,no,yes,2020-07-12T20:39:00Z
5852,both,gatsbys bar,53,spring street,Manhattan,10012,"53 spring street, Manhattan, NY",25,6,150,25,8,200,yes,yes,yes,2020-06-27T01:01:00Z
5776,both,Bottega,1331,Second ave,Manhattan,10021,"1331  Second ave, Manhattan, NY",64,20,1280,64,8,512,yes,yes,yes,2020-06-26T22:37:00Z
5301,both,The Letlove Inn,2720,23 Avenue,Queens,11105,"2720 23 Avenue, Queens, NY",69,7,483,59,8,472,yes,yes,yes,2020-06-25T19:06:00Z
10734,sidewalk,AMAZING GRACE RESTAURANT,undefined,6902 ROOSEVELT AVE,Queens,11377,"6902 ROOSEVELT AVE, Queens, NY",42,3,126,,,,yes,no,no,2020-08-29T21:07:00Z
6688,roadway,The Five Lamps,1586,York Avenue,Manhattan,10028,"1586 York Avenue , Manhattan, NY",,,,21,8,168,no,yes,yes,2020-07-01T19:11:00Z
4509,sidewalk,ANTOJITOS DE SAN CECILIO PLACE INC,9004,JAMAICA,Queens,11421,"9004 JAMAICA, Queens, NY",50,5,250,,,,yes,no,yes,2020-06-23T23:10:00Z
9625,sidewalk,Hillstone Restaurant,378,Park Avenue South,Manhattan,10010,"378 Park Avenue South, Manhattan, NY",198,12,2376,,,,yes,no,yes,2020-07-31T20:39:00Z
10435,both,SPIN,48,East 23rd Street,Manhattan,10010,"48 East 23rd Street, Manhattan, NY",12,6,72,12,6,72,yes,yes,yes,2020-08-19T19:45:00Z
2888,sidewalk,NORA THAI,176,NORTH 9TH ST,Brooklyn,11211,"176 NORTH 9TH ST, Brooklyn, NY",24,6,144,,,,yes,no,yes,2020-06-21T20:36:00Z
7397,both,MEAT,123,KINGSTON AVE,Brooklyn,11213,"123 KINGSTON AVE, Brooklyn, NY",151,7,1057,27,8,216,yes,yes,yes,2020-07-06T19:53:00Z
6103,both,Forge Restaurant LLC,134,Reade Street,Manhattan,10013,"134 Reade Street, Manhattan, NY",43,9,387,40,8,320,yes,yes,yes,2020-06-28T07:19:00Z
8314,both,RESERVE CUT,40,BROAD STREET,Manhattan,10004,"40 BROAD STREET, Manhattan, NY",8,18,144,18,8,144,yes,yes,yes,2020-07-14T19:05:00Z
8080,roadway,Nam Son,245,Grand Street,Manhattan,10002,"245 Grand Street, Manhattan, NY",,,,25,8,200,no,yes,yes,2020-07-11T21:05:00Z
7977,roadway,Organic Grill,123,First ave,Manhattan,10003,"123 First ave, Manhattan, NY",,,,14,8,112,no,yes,yes,2020-07-10T04:40:00Z
5455,both,Clancey,79,Clinton Street,Manhattan,10002,"79 Clinton Street, Manhattan, NY",43,5,215,49,8,392,yes,yes,yes,2020-06-25T22:59:00Z
8863,both,Ajihei,156,Knickerbocker Avenue,Brooklyn,11237,"156 Knickerbocker Avenue, Brooklyn, NY",12,4,48,15,8,120,yes,yes,yes,2020-07-18T23:12:00Z
4224,sidewalk,White Tiger,601,Vanderbilt Ave,Brooklyn,11238,"601 Vanderbilt Ave, Brooklyn, NY",60,14,840,,,,yes,no,yes,2020-06-23T18:36:00Z
5052,both,Panchitas Place,709,5th Ave,Brooklyn,11215,"709  5th Ave, Brooklyn, NY",42,8,336,16,8,128,yes,yes,yes,2020-06-25T00:08:00Z
7334,sidewalk,zusik,202,W 14th street,Manhattan,10011,"202 W 14th street, Manhattan, NY",18,9,162,,,,yes,no,yes,2020-07-06T02:35:00Z
4383,sidewalk,Vietnaam,1700,2nd Ave,Manhattan,10128,"1700  2nd Ave, Manhattan, NY",2,2,4,,,,yes,no,yes,2020-06-23T21:10:00Z
6864,sidewalk,Nice Matin,201,West 79th Street,Manhattan,10024,"201 West 79th Street, Manhattan, NY",200,8,1600,,,,yes,no,yes,2020-07-02T16:09:00Z
7199,both,Sangarita,40-02,Bell Blvd,Queens,11361,"40-02  Bell Blvd , Queens, NY",18,12,216,18,8,144,yes,yes,yes,2020-07-04T02:50:00Z
4437,sidewalk,Krolewskie Jadlo,694,Manhattan Avenue,Brooklyn,11222,"694 Manhattan Avenue , Brooklyn, NY",20,12,240,,,,yes,no,yes,2020-06-23T21:59:00Z
9869,roadway,tre sorelle,61,reade street,Manhattan,10007,"61 reade street , Manhattan, NY",,,,15,8,120,no,yes,yes,2020-08-06T02:05:00Z
2852,sidewalk,The Hard Swallow,140,1st Avenue,Manhattan,10009,"140 1st Avenue, Manhattan, NY",13,6,78,,,,yes,no,yes,2020-06-21T19:56:00Z
7892,both,AWOL BAR & GRILL,337,3rd Avenue,Manhattan,10010,"337 3rd Avenue , Manhattan, NY",50,8,400,16,8,128,yes,yes,yes,2020-07-09T21:47:00Z
6624,both,M1-5 Lounge,52,Walker Street,Manhattan,10013,"52  Walker Street, Manhattan, NY",35,2,70,34,8,272,yes,yes,yes,2020-07-01T02:39:00Z
5003,both,Da Capo,322,Columbus ave,Manhattan,10023,"322 Columbus ave, Manhattan, NY",50,5,250,25,5,125,yes,yes,yes,2020-06-24T22:44:00Z
6046,both,Privilege Lounge,140,Graham ave,Brooklyn,11206,"140  Graham ave, Brooklyn, NY",25,20,500,25,8,200,yes,yes,yes,2020-06-27T23:41:00Z
6322,both,Island Restaurant,1305,Madison Avenue,Manhattan,10128,"1305 Madison Avenue, Manhattan, NY",20,5,100,20,8,160,yes,yes,yes,2020-06-29T21:14:00Z
4610,roadway,Xstasy bar lounge,758,5Th Avenue,Brooklyn,11232,"758  5Th Avenue, Brooklyn, NY",,,,50,8,400,no,yes,yes,2020-06-24T01:29:00Z
2892,sidewalk,Maggie Reilly's,340,9th ave,Manhattan,10001,"340 9th ave, Manhattan, NY",18,12,216,,,,yes,no,yes,2020-06-21T20:42:00Z
7639,roadway,Burrito bar & kitchen,307,flatbush ave,Brooklyn,11217,"307 flatbush ave, Brooklyn, NY",,,,20,6,120,no,yes,yes,2020-07-08T02:38:00Z
3544,roadway,Numero 28,10212,70 th road,Queens,11375,"10212 70 th road , Queens, NY",,,,15,8,120,no,yes,yes,2020-06-22T20:10:00Z
3434,both,Maggie Mae's Bar,41-15,Queens Boulevard,Queens,11104,"41-15 Queens Boulevard, Queens, NY",16,2,32,16,8,128,yes,yes,yes,2020-06-22T18:58:00Z
2677,sidewalk,Bravi Ragazzi,570,Putnam Ave,Brooklyn,11221,"570 Putnam Ave, Brooklyn, NY",63,10,630,,,,yes,no,yes,2020-06-21T03:28:00Z
9043,both,AAjing,689,9Ave,Manhattan,10036,"689 9Ave, Manhattan, NY",4,6,24,4,6,24,yes,yes,yes,2020-07-21T20:22:00Z
4938,roadway,Melt Shop,55,w 26th street,Manhattan,10010,"55 w 26th street, Manhattan, NY",,,,20,8,160,no,yes,yes,2020-06-24T21:28:00Z
7307,sidewalk,Sakai Ramen and Izakaya,965,Richmond ave,Staten Island,10314,"965 Richmond ave , Staten Island, NY",28,10,280,,,,yes,no,yes,2020-07-05T21:09:00Z
6337,both,Iron Chef House,92,Clark Street,Brooklyn,11201,"92 Clark Street, Brooklyn, NY",16,6,96,16,8,128,yes,yes,yes,2020-06-29T21:32:00Z
8392,both,ICHIRAN U.S.A. INC,152,W 49th Street,Manhattan,10019,"152 W 49th Street, Manhattan, NY",32,6,192,32,8,256,yes,yes,yes,2020-07-15T01:49:00Z
4852,both,HANGAR ASTORIA,2843,STEINWAY,Queens,11103,"2843 STEINWAY, Queens, NY",20,8,160,20,8,160,yes,yes,yes,2020-06-24T19:35:00Z
3941,both,Psari seafood inc,32-10,36 th Avenue,Queens,11106,"32-10 36 th Avenue , Queens, NY",24,8,192,24,8,192,yes,yes,yes,2020-06-23T00:53:00Z
8861,both,El Cerrito del Carmen Restaurant Inc.,2024,McDonald Ave.,Brooklyn,11223,"2024 McDonald Ave., Brooklyn, NY",9,8,72,18,8,144,yes,yes,yes,2020-07-18T22:24:00Z
4761,sidewalk,Cormier Restaurant,207-13,Jamaica Ave,Queens,11428,"207-13   Jamaica Ave, Queens, NY",15,39,585,,,,yes,no,yes,2020-06-24T16:06:00Z
6671,both,THE KATI ROLL COMPANY,229 EAST,53RD STREET,Manhattan,10022,"229 EAST 53RD STREET, Manhattan, NY",12,2,24,12,4,48,yes,yes,yes,2020-07-01T17:45:00Z
8184,sidewalk,JJ Bar & Bistro,154-17,Roosevelt Ave,Queens,11354,"154-17 Roosevelt Ave, Queens, NY",100,8,800,,,,yes,no,yes,2020-07-13T20:15:00Z
6266,sidewalk,EL COFRE,454,MYRTLE AVE,Brooklyn,11205,"454  MYRTLE AVE, Brooklyn, NY",15,15,225,,,,yes,no,yes,2020-06-29T18:57:00Z
2309,sidewalk,sompongthai,37- 09,83 rd street,Queens,11372,"37- 09  83 rd street, Queens, NY",20,6,120,,,,yes,no,yes,2020-06-20T20:51:00Z
6751,both,HASHI RAMEN & IZAKAYA,192-12,Northern Blvd.,Queens,11358,"192-12 Northern Blvd., Queens, NY",16,7,112,21,8,168,yes,yes,yes,2020-07-01T22:25:00Z
10544,both,abc Restaurants,38,East 19th Street,Manhattan,10003,"38  East 19th Street, Manhattan, NY",80,4,320,80,8,640,yes,yes,yes,2020-08-22T01:04:00Z
4529,sidewalk,El Palo Bar & Restaurant Inc,3812,104 street,Queens,11368,"3812 104 street, Queens, NY",21,13,273,,,,yes,no,yes,2020-06-23T23:31:00Z
10101,roadway,THREE DECKER RESTAURANT LTD,1746,2ND AVENUE,Manhattan,10128,"1746 2ND AVENUE , Manhattan, NY",,,,90,7,630,no,yes,yes,2020-08-10T20:48:00Z
9513,roadway,D & Y RESTAURANT INC.,5616,7TH AVE.,Brooklyn,11220,"5616 7TH AVE., Brooklyn, NY",,,,18,8,144,no,yes,yes,2020-07-29T19:48:00Z
10193,both,The Ranch Restaurant and Bar of Guyana,134-01,Liberty Ave,Queens,11419,"134-01  Liberty Ave , Queens, NY",100,10,1000,80,8,640,yes,yes,yes,2020-08-13T07:01:00Z
3735,both,Ode to Babel,772,Dean Street,Brooklyn,11238,"772 Dean Street, Brooklyn, NY",16,18,288,28,8,224,yes,yes,yes,2020-06-22T22:06:00Z
5604,both,Beats Karaoke/Dak Zip,219,Grand street,Brooklyn,11211,"219  Grand street, Brooklyn, NY",60,4,240,40,5,200,yes,yes,yes,2020-06-26T06:38:00Z
5632,both,48th Restaurant Associates LLC,145,East 48 Street,Manhattan,10017,"145 East 48 Street, Manhattan, NY",70,4,280,70,8,560,yes,yes,yes,2020-06-26T17:29:00Z
8221,roadway,Bayard Sushi,83,Bayard St.,Manhattan,10013,"83 Bayard St., Manhattan, NY",,,,8,8,64,no,yes,yes,2020-07-13T23:07:00Z
7389,both,chungkiwa restaurant,4006 74st,74th st,Queens,11373,"4006 74st 74th st, Queens, NY",15,8,120,15,8,120,yes,yes,yes,2020-07-06T19:26:00Z
5760,both,Vanka Cafe,3810,Nostrand Ave.,Brooklyn,11235,"3810 Nostrand Ave., Brooklyn, NY",18,6,108,18,8,144,yes,yes,yes,2020-06-26T22:00:00Z
8913,both,SAMUDRA Indian Restaurant,75-18,37th Avenue,Queens,11372,"75-18 37th Avenue , Queens, NY",14,4,56,14,7,98,yes,yes,yes,2020-07-20T01:00:00Z
2334,both,Tacombi,267,Elizabeth Street,Manhattan,10012,"267 Elizabeth Street, Manhattan, NY",25,4,100,25,8,200,yes,yes,yes,2020-06-20T21:18:00Z
7822,sidewalk,SUSHIGAMA,1403,2nd Ave,Manhattan,10021,"1403 2nd Ave, Manhattan, NY",50,8,400,,,,yes,no,yes,2020-07-09T06:44:00Z
8489,both,Buddakan,75,9th Avenue,Manhattan,10011,"75 9th Avenue, Manhattan, NY",78,4,312,110,8,880,yes,yes,yes,2020-07-16T00:10:00Z
3715,both,Schnitzel Haus,7319,5th Avenue,Brooklyn,11209,"7319 5th Avenue, Brooklyn, NY",6,20,120,6,20,120,yes,yes,yes,2020-06-22T21:47:00Z
3554,both,Corner Bistro,331,West 4th Street,Manhattan,10014,"331 West 4th Street, Manhattan, NY",52,23,1196,16,50,800,yes,yes,yes,2020-06-22T20:13:00Z
3123,sidewalk,thaism,278,Smith,Brooklyn,11231,"278  Smith , Brooklyn, NY",12,12,144,,,,yes,no,yes,2020-06-22T03:24:00Z
5888,roadway,c. di palo,151-153,mott street,Manhattan,10013,"151-153 mott street, Manhattan, NY",,,,36,8,288,no,yes,yes,2020-06-27T02:54:00Z
9523,roadway,Ed's Lobster Bar LLC,222,Lafayette Street,Manhattan,10012,"222 Lafayette Street, Manhattan, NY",,,,12,8,96,no,yes,yes,2020-07-29T21:48:00Z
8778,roadway,Salvo's Pizzabar,1477,York Avenue,Manhattan,10075,"1477 York Avenue, Manhattan, NY",,,,15,8,120,no,yes,yes,2020-07-17T22:53:00Z
8318,both,Let's Meat,307,5th avenue,Manhattan,10016,"307 5th avenue, Manhattan, NY",20,8,160,25,8,200,yes,yes,yes,2020-07-14T19:48:00Z
